company_name,location,job_title,job_description,rating,employer_estimate,min_salary,max_salary,avg_salary,Size,Founded,Type,Industry,Sector,Revenue,skills,age
ADCI - Karnataka - A66,Bengaluru,"Data Associate II Quality, ML Data Ops","Perform data collection and curation, ultimately resulting in the generation of high-quality data that can be utilized for AI models.…
Skills: Image processing, Microsoft Excel, English, Microsoft Office, Analysis skills",3.7,0,300000,600000,450000.0,10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)," Image processing, Microsoft Excel, English, Microsoft Office, Analysis skills",30.0
Oracle,Noida,Software Developer,"As a member of the LSGIU development organization, you will contribute to a mission-critical platform that enables our customers to develop solutions that……
Skills: Oracle, Software troubleshooting",3.8,0,200000,1000000,600000.0,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)," Oracle, Software troubleshooting",47.0
Schnell Technocraft,Noida,Data AI Intern,"Ability to understand the business requirements thoroughly and convert those requirements into proper technical solutions to achieve the required goals.…
Skills: Computer science, Power BI, Image processing, Tableau, SQL",,0,200000,400000,300000.0,,,,,,," Computer science, Power BI, Image processing, Tableau, SQL",
Wellorgs Infotech Pvt. Ltd.,Remote,AI/ML Intern,"Experience with data mining, analytics, and linked data concepts. Implement AI solutions to improve data analysis, predictive modeling, and decision-making……
Skills: TensorFlow, Data mining, Big data, R, Java",,0,1000000,1000000,1000000.0,,,,,,," TensorFlow, Data mining, Big data, R, Java",
MNJ Software,Remote,Data Science - Intern,"(Master) student who has successfully passed semesters of computer science, data science, artificial intelligence or studies with strong focus on IT and data……
Skills: Power BI, Azure, English, Tableau, Administrative experience",3.6,0,500000,1000000,750000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Power BI, Azure, English, Tableau, Administrative experience",
Bijak,Gurgaon,Intern,"Currently enrolled in a bachelor's degree program in Computer Science, Information Technology, or a related field (freshers or final year students preferred).…
Skills: SQL, Analysis skills, Quality assurance, Software testing, Communication skills",4.2,0,600000,900000,750000.0,51 to 200 Employees,2019,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable," SQL, Analysis skills, Quality assurance, Software testing, Communication skills",5.0
Procter & Gamble,Mumbai,Internship | Data Science,"You’ll be either in the central data scientist team taking on retail and media analytics problems that are general across brands, or you’ll be in the embedded……
Skills: Big data, Spark, Git, SQL, Machine learning",4.1,1,50000,100000,75000.0,10000+ Employees,1837,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD)," Big data, Spark, Git, SQL, Machine learning",187.0
Pfizer,Chennai,"Junior Associate, Associate Statistical Data Scientist","Active self-learning and delivering on solutions in the space of statistical programming and data standards. Understanding of clinical data and drug development……
Skills: Statistics, SAS, R, Less, Communication skills",3.8,0,1000000,1000000,1000000.0,Unknown,1849,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Statistics, SAS, R, Less, Communication skills",175.0
Boston Consulting Group,Delhi,Global IT Software Engineer Senior Manager (Gen AI / LLM),"Agile Coaches and Scrum Leads, that will ensure that you adopt agile principles, mindset and ways of working into your daily routine and who will coach you……
Skills: CI/CD, Cloud infrastructure, Azure, Node.js, React",4.2,0,400000,800000,600000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," CI/CD, Cloud infrastructure, Azure, Node.js, React",61.0
Boston Consulting Group,Delhi,Data Architect,"Keep pace with industry trends to ensure our cloud data center designs and infrastructure layer architectures remain cutting-edge and client-focused.…
Skills: Azure, Cloud architecture, PCI, Kubernetes, Big data",4.2,0,300000,500000,400000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Azure, Cloud architecture, PCI, Kubernetes, Big data",61.0
Behr Paint Company,Maharashtra,Software Engineer (PowerApp Developer),"Solution Architecture: Collaborate with business stakeholders, technical teams, and solution architects to understand business requirements, define solution……
Skills: Power BI, Azure, Multilingual, Kanban, Software deployment",3.9,0,900000,1000000,950000.0,1001 to 5000 Employees,1947,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable," Power BI, Azure, Multilingual, Kanban, Software deployment",77.0
American Express Global Business Travel,Gurgaon,Software Development Engineer III,"Develop the skills you want when the time is right for you, with global tuition assistance, access to over 20,000 courses on our learning platform, leadership……
Skills: CSS, Software troubleshooting, React, Data structures, NoSQL",4.2,1,10000,45000,27500.0,10000+ Employees,1915,Company - Public,Travel Agencies,Hotel and travel accommodation,Unknown / Non-Applicable," CSS, Software troubleshooting, React, Data structures, NoSQL",109.0
Adobe,Bengaluru,Computer Scientist,"Experience : 3-5 years of software engineering experience, including at least 2 years in integrating machine learning models and maintaining ML pipelines,……
Skills: TensorFlow, Machine learning, Natural language processing, Software development, AI",4.2,1,400000,400000,400000.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," TensorFlow, Machine learning, Natural language processing, Software development, AI",42.0
Boston Consulting Group,Bengaluru,Data Engineer - X Delivery,"You will collaborate closely with cross-functional teams, including data scientists, analysts, and business stakeholders, to deliver high-quality data solutions……
Skills: Microsoft Powerpoint, CI/CD, Azure, Cassandra, Kubernetes",4.2,0,400000,700000,550000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, CI/CD, Azure, Cassandra, Kubernetes",61.0
Boston Consulting Group,Gurgaon,"Senior Data Analyst, Client Ops, Predictive, India- X Delivery","As a part of BCG's X OPERATE team you will be working to accelerate a growing business focused on Hyper Care, premium Maintenance / Support for BCG Software and……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",4.2,0,500000,900000,700000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",61.0
Deutsche Bank,Bengaluru,Analytics - Data Analyst,"BS or higher degree in a relevant field such as Computer Science, Economics, Finance or Mathematics. Support fellow Analysts, client services teams and wider……
Skills: Microsoft Excel, Microsoft Access, Microsoft SQL Server, SSRS, Tableau",3.9,0,-1,-1,-1.0,10000+ Employees,1870,Company - Public,Banking & Lending,Finance,$10+ billion (USD)," Microsoft Excel, Microsoft Access, Microsoft SQL Server, SSRS, Tableau",154.0
Eoraa & Co.,Delhi,Data Scientist,"Proficient with Python/R. Strong communication and presentation skills. Knowledge of various analytical approaches.…
Skills: R, Communication skills, Python",3.7,0,-1,-1,-1.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," R, Communication skills, Python",
DTCC,Chennai,Lead DevSecOps Engineer,"Maintain and enhance the security of our infrastructure, applications, and systems, ensuring compliance with industry best practices and regulatory requirements……
Skills: CI/CD, System administration, Azure, Go, Kubernetes",3.7,0,-1,-1,-1.0,5001 to 10000 Employees,1973,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable," CI/CD, System administration, Azure, Go, Kubernetes",51.0
Boston Consulting Group,Gurgaon,"Data Analyst, Optimization, India - X Delivery","You will collaborate with case teams to gather requirements, specify, design, develop, deliver and support analytic solutions serving client needs.…
Skills: Microsoft Powerpoint, Supply chain, Spark, Alteryx, Analysis skills",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Supply chain, Spark, Alteryx, Analysis skills",61.0
ANZ Banking Group,Bengaluru,Data Scientist,"Build data science solutions for multiple business use cases. Initiate, design and implement innovative capabilities in the field of data science and data……
Skills: Software deployment, SQL, Analysis skills, Presentation skills, Machine learning",4.0,0,-1,-1,-1.0,5001 to 10000 Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable," Software deployment, SQL, Analysis skills, Presentation skills, Machine learning",189.0
Boston Consulting Group,Bengaluru,"Data Analyst, Predictive, India- X Delivery","Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",,0,-1,-1,-1.0,,,,,,," Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",
Boston Consulting Group,Gurgaon,"Analyst, Geo Analytics, India - X Delivery","Delivery Teams are our hybrid client-facing/consulting-support that leverages available tools and code bases to deliver powerful and specialized insights that……
Skills: ArcGIS, Computer science, Power BI, Data modeling, Spark",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," ArcGIS, Computer science, Power BI, Data modeling, Spark",61.0
Adobe,Noida,Machine Learning Engineer 5,"Work on Big data, data ingestion, search indexing, data mining, big data, Hadoop, deep learning, recommendations, and performance by developing a Search……
Skills: Lucene, Search engines, Elasticsearch, Azure, Data mining",4.2,0,-1,-1,-1.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," Lucene, Search engines, Elasticsearch, Azure, Data mining",42.0
BOEING,Bengaluru,Lead Data Engineer,"Accommodations may include but are not limited to: conducting interviews in accessible locations that accommodate mobility needs, encouraging candidates to……
Skills: Performance tuning, Data modeling, Azure, Spark, NoSQL",3.8,0,-1,-1,-1.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," Performance tuning, Data modeling, Azure, Spark, NoSQL",108.0
Boston Consulting Group,Bengaluru,"Data Analyst, Business Modelling, India- X Delivery","You will collaborate with various teams to gather requirements, specify, design, develop, deliver, and support analytic solutions serving the client's needs.…
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",,0,-1,-1,-1.0,,,,,,," Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",
TE Connectivity,Bengaluru,Senior FEA Analyst,"To perform FEA tasks and provide suitable design recommendations to validate the design virtually. Collaborate with design & validation teams to enhance the……
Skills: MATLAB, Power BI, Visual Basic, Microsoft Office, Electrical experience",4.0,0,-1,-1,-1.0,10000+ Employees,2007,Company - Public,Electronics Manufacturing,Manufacturing,$10+ billion (USD)," MATLAB, Power BI, Visual Basic, Microsoft Office, Electrical experience",17.0
Mediphore Systems and Technologies Pvt Ltd,India,Sr. Software Engineer,"4+ years of experience as a software developer working on industrial strength software and a proven track record of having shipped commercially successful……
Skills: CI/CD, AJAX, Performance tuning, Azure, Node.js",,0,-1,-1,-1.0,,,,,,," CI/CD, AJAX, Performance tuning, Azure, Node.js",
Cencora,Pune,Lead Data Engineer - Data Engineering,"➢ Participate in an on-call rotation to address and resolve technical escalations. In this role, you will be responsible for building scalable solutions in the……
Skills: Jira, CI/CD, Cloud infrastructure, System administration, Azure",,0,-1,-1,-1.0,,,,,,," Jira, CI/CD, Cloud infrastructure, System administration, Azure",
Cencora,Pune,Architect I - Software Engineering,"Develops a technical strategy for data integrations and implement a scalable design using industry best practices. Provides Level 2 and 3 support.…
Skills: Azure, Cloud architecture, SAP HANA, SAP, Google Cloud Platform",,0,-1,-1,-1.0,,,,,,," Azure, Cloud architecture, SAP HANA, SAP, Google Cloud Platform",
Crossover,Amritsar,"Senior Software Engineer, 2 Hour Learning (Remote) - $100,000/year USD","Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.…
Skills: Node.js, React, Software deployment, Angular, Django",4.0,0,-1,-1,-1.0,201 to 500 Employees,2014,Company - Private,HR Consulting,Human resources and staffing,Unknown / Non-Applicable," Node.js, React, Software deployment, Angular, Django",10.0
Adobe,Noida,Computer Scientist II,"If you are applying for a role outside of your current country, ensure you review the International Resources for Relocating Employees on Inside Adobe,……
Skills: Azure, Data structures, Adobe Creative Suite, Application development, AWS",4.2,0,-1,-1,-1.0,10000+ Employees,1982,Company - Public,Computer Hardware Development,Information Technology,$2 to $5 billion (USD)," Azure, Data structures, Adobe Creative Suite, Application development, AWS",42.0
ANZ Banking Group,Bengaluru,Security Architect,"At ANZ, our Security Domain is tasked with making ANZ a safe and more secure place by ensuring our corporate and customer information is secured.…
Skills: Kubernetes, Information security, AWS, Scalability, Agile",4.0,0,-1,-1,-1.0,5001 to 10000 Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable," Kubernetes, Information security, AWS, Scalability, Agile",189.0
ITI Data,Hyderābād,AWS Glue/EKS Data Engineer,"This is a high visibility, fast-paced key initiative will integrate data across internal and external sources, provide analytical insights, and integrate with……
Skills: Oracle, XML, Spark, NoSQL, MongoDB",4.2,0,-1,-1,-1.0,201 to 500 Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Oracle, XML, Spark, NoSQL, MongoDB",25.0
BOEING,Bengaluru,Associate Software Engineer -.Net Full Stack,"Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 5 years' related work experience or an equivalent combination……
Skills: CI/CD, ASP.NET, SAFe, Azure, Gradle",3.8,0,-1,-1,-1.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," CI/CD, ASP.NET, SAFe, Azure, Gradle",108.0
Aristocrat,Noida,Sr Engineer II,"To design and develop HTML5/Typescript based class 3 real money digital Games with Java backend for markets across the Globe and be responsible for ensuring……
Skills: Data structures, iOS, Android, Java, Application development",3.8,0,-1,-1,-1.0,5001 to 10000 Employees,1953,Company - Public,Gambling & Betting,"Arts, entertainment and recreation",$2 to $5 billion (USD)," Data structures, iOS, Android, Java, Application development",71.0
Funfull Inc.,Ahmedabad,MEAN Stack Developer,"Design and implementation of data storage solutions using MongoDB. Minimum 3 years of experience as a MEAN Stack Developer or similar role.…
Skills: AJAX, Node.js, CSS, Software troubleshooting, Software deployment",,0,-1,-1,-1.0,,,,,,," AJAX, Node.js, CSS, Software troubleshooting, Software deployment",
Crossover,Visakhapatnam,"Senior AI Engineer, 2 Hour Learning (Remote) - $100,000/year USD","Collaboration with other developers, product managers, and educational experts is key to ensuring that the solutions you build are impactful and user-centered.…
Skills: Node.js, React, Software deployment, Angular, Django",4.0,0,-1,-1,-1.0,201 to 500 Employees,2014,Company - Private,HR Consulting,Human resources and staffing,Unknown / Non-Applicable," Node.js, React, Software deployment, Angular, Django",10.0
ITI Data,Chennai,AWS Glue Data Engineer,"This is a high visibility, fast-paced key initiative will integrate data across internal and external sources, provide analytical insights, and integrate with……
Skills: Oracle, XML, Spark, NoSQL, MongoDB",4.2,0,-1,-1,-1.0,201 to 500 Employees,1999,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Oracle, XML, Spark, NoSQL, MongoDB",25.0
Cencora,Pune,SAP PI/PO Developer,"Develops a technical strategy for data integrations and implement a scalable design using industry best practices. Support project teams during testing.…
Skills: Azure, MVC, Cloud architecture, SAP, Google Cloud Platform",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Azure, MVC, Cloud architecture, SAP, Google Cloud Platform",1.0
Cencora,Pune,Analyst III - IT Solutions,"Interacts with business stakeholders and various other IT process team members to ensure that specified business needs are met; assists in the post……
Skills: Power BI, CSS, SAP, Salesforce, Microsoft Office",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Power BI, CSS, SAP, Salesforce, Microsoft Office",1.0
Cencora,Pune,Lead Engineer - Salesforce - Data & Security,"Stay current on emerging trends and best practices in the CRM space to recommend innovative solutions that align with business goals.…
Skills: Customer service, Salesforce, Data structures, Analysis skills, Presentation skills",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Customer service, Salesforce, Data structures, Analysis skills, Presentation skills",1.0
Ananta Security Lab,Rājkot,Laravel|Vue Rajkot Only,"As a Full Stack Developer specializing in Laravel and Vue.js, you will be responsible for developing, maintaining, and optimizing our web applications.…
Skills: CI/CD, Azure, CSS, Software troubleshooting, React",,0,-1,-1,-1.0,,,,,,," CI/CD, Azure, CSS, Software troubleshooting, React",
objectways,Coimbatore,NLP Project Manager,"The project manager role is an experienced management position for individuals who are interested in working in the Artificial Intelligence and Machine Learning……
Skills: Computer science, Azure, Management, Google Cloud Platform, AWS",,0,-1,-1,-1.0,,,,,,," Computer science, Azure, Management, Google Cloud Platform, AWS",
American Express Global Business Travel,Gurgaon,Workday Integration Developer,"Develop the skills you want when the time is right for you, with global tuition assistance, access to over 20,000 courses on our learning platform, leadership……
Skills: XML, Enterprise architecture, Java, SOAP, REST",4.2,0,-1,-1,-1.0,10000+ Employees,1915,Company - Public,Travel Agencies,Hotel and travel accommodation,Unknown / Non-Applicable," XML, Enterprise architecture, Java, SOAP, REST",109.0
Boston Consulting Group,Bengaluru,Senior Knowledge Analyst - TMT (Semiconductor),"Additionally, as a SKA you will drive development of intellectual property and knowledge assets to support the TMT business, serving as an active contributor to……
Skills: Computer science, Alteryx, English, Tableau, SQL",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Computer science, Alteryx, English, Tableau, SQL",61.0
Boston Consulting Group,Delhi,Senior Knowledge Analyst - Healthcare Ops,"While contributing to client cases, workshops and proposals, occasional travel to serve clients onsite during staffing assignments is expected to understand……
Skills: Procurement, Software deployment, Lean, English, Agile",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Procurement, Software deployment, Lean, English, Agile",61.0
Boston Consulting Group,Gurgaon,"Data Analyst, Predictive, India- X Delivery","Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",4.2,0,300000,800000,550000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",61.0
Syneos - Clinical and Corporate - Prod,Salem,Senior Apex Developer,"The successful candidate will be responsible for designing, developing, and maintaining Oracle database solutions to support our organization's critical……
Skills: AJAX, Performance tuning, Azure, Oracle, Clinical research",3.8,0,200000,900000,550000.0,10000+ Employees,--,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,Unknown / Non-Applicable," AJAX, Performance tuning, Azure, Oracle, Clinical research",
ANZ Banking Group,Bengaluru,Data Engineer,"4+ years of industry experience in data and/or software engineering, data science, business intelligence, or related fields.…
Skills: CI/CD, Data modeling, Rust, Go, Business intelligence",4.0,0,400000,900000,650000.0,5001 to 10000 Employees,1835,Company - Public,Banking & Lending,Finance,Unknown / Non-Applicable," CI/CD, Data modeling, Rust, Go, Business intelligence",189.0
Airtel India,Gurgaon,Data Analyst,"We as an Organization strongly believe in data driven decision making and thrive on solving complex business problems with Analytics & Data Science.…
Skills: Statistics, Data structures, R, Tableau, SQL",4.0,0,500000,1000000,750000.0,10000+ Employees,1995,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD)," Statistics, Data structures, R, Tableau, SQL",29.0
Barclays,Pune,Compliance Developer Summer Interns 2025 India,"You’ll spend time with the Compliance team building excellent foundational knowledge while getting to know our business and our people.…
Skills: Project management, Machine learning, Risk management, Data science, Data visualization",3.9,0,700000,1000000,850000.0,10000+ Employees,1690,Company - Public,Banking & Lending,Finance,$10+ billion (USD)," Project management, Machine learning, Risk management, Data science, Data visualization",334.0
Galytix,Gurgaon,Data Architect/Data Modeler,"Creation of solutions that meet business needs and move towards end state architecture. Work closely with Product Owners, Solution Architects and the Data……
Skills: English, Financial services, Communication skills",3.4,0,500000,900000,700000.0,51 to 200 Employees,2015,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," English, Financial services, Communication skills",9.0
Boston Consulting Group,Bengaluru,"Data Analyst, Optimization, India - X Delivery","You will collaborate with case teams to gather requirements, specify, design, develop, deliver and support analytic solutions serving client needs.…
Skills: Microsoft Powerpoint, Supply chain, Spark, Alteryx, Analysis skills",4.2,0,300000,600000,450000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Supply chain, Spark, Alteryx, Analysis skills",61.0
Boston Consulting Group,Bengaluru,Data Engineering Lead - X Delivery,"Project Ownership: Taking full ownership of data engineering projects, from conception through execution to delivery, ensuring alignment with business……
Skills: Microsoft Powerpoint, Azure, Cassandra, Big data, Spark",4.2,0,400000,800000,600000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Azure, Cassandra, Big data, Spark",61.0
RajYug Solutions,Pune,Interns / Freshers - 3 Months Internship,"Research and Analysis: Conduct research and analyze data to support project requirements and decision-making processes.…
Skills: Computer science, Databases, Software development, Data science, AI",1.8,0,400000,700000,550000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," Computer science, Databases, Software development, Data science, AI",
Cognizant,Calcutta,Trainee - Junior Data Analyst,"Graduate/Post Graduate/ Doctorate degree in life sciences/Pharmacy/Medical sciences/Registered Nurse. For PV/Complaints Management Individuals in this role……
Skills: Data entry, SharePoint",3.7,0,400000,400000,400000.0,10000+ Employees,1994,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD)," Data entry, SharePoint",30.0
Innovecture,Pune,Data Analyst,"O Stay updated with the latest industry trends and best practices in data analysis. O Perform data cleaning and data validation tasks to maintain data integrity……
Skills: Power BI, Azure, Big data, Spark, R",4.6,0,500000,1000000,750000.0,51 to 200 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)," Power BI, Azure, Big data, Spark, R",17.0
BOEING,Bengaluru,Associate Software Engineer,"Bachelor’s degree or higher in computer science, aerospace or other closely related field and 3-4 or more years' related work experience.…
Skills: CI/CD, Azure, Rust, Go, Node.js",3.8,1,800000,1000000,900000.0,10000+ Employees,1916,Company - Public,Aerospace and defence,Aerospace and defence,$10+ billion (USD)," CI/CD, Azure, Rust, Go, Node.js",108.0
CODEC Networks,Delhi,Data Science & Analytic,"1 to 2 years developing and implementing data analytics methodologies with good interpersonal with excellent communication skills.…
Skills: Data mining, Big data, Spark, R, Apache Hive",3.8,0,300000,800000,550000.0,1 to 50 Employees,2011,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Data mining, Big data, Spark, R, Apache Hive",13.0
Imurgence,Remote,Data Science/ ML /AI Technical Code Writer for Blogs,"Understanding the instructions specified, write code for a implementation. Creatively write the explanation for the code implementation.…
Skills: Data science, AI",4.0,0,700000,900000,800000.0,Unknown,--,Company - Private,--,--,Unknown / Non-Applicable," Data science, AI",
Boston Consulting Group,Gurgaon,"Lead Data Scientist, India - BCG X","We are seeking a strong candidate with significant advanced analytics experience to fill an exciting Lead Data Scientist (LDS) position within BCG X. The LDS is……
Skills: Spark, Project management, Data science",4.2,0,700000,1000000,850000.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Spark, Project management, Data science",61.0
Autodesk,Bengaluru,Data Analyst,"The EAX team is chartered with building innovative data products and analytics solutions to support business needs for Autodesk’s strategy, marketing, sales and……
Skills: Microsoft Powerpoint, Power BI, Data mining, Business intelligence, Big data",4.3,0,300000,600000,450000.0,10000+ Employees,1982,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD)," Microsoft Powerpoint, Power BI, Data mining, Business intelligence, Big data",42.0
Deutsche Bank,Bengaluru,Analytics - Data Analyst,"BS or higher degree in a relevant field such as Computer Science, Economics, Finance or Mathematics. Support fellow Analysts, client services teams and wider……
Skills: Microsoft Excel, Microsoft Access, Microsoft SQL Server, SSRS, Tableau",3.9,0,700000,1000000,850000.0,10000+ Employees,1870,Company - Public,Banking & Lending,Finance,$10+ billion (USD)," Microsoft Excel, Microsoft Access, Microsoft SQL Server, SSRS, Tableau",154.0
Amex,Gurgaon,Senior Analyst-Data Analytics,"Flexible working model with hybrid, onsite or virtual arrangements depending on role and business need. Strong technical and analytical skills with ability to……
Skills: Computer science, Big data, Analysis skills, Analytics",4.1,0,300000,800000,550000.0,10000+ Employees,1850,Company - Public,Financial Transaction Processing,Finance,$10+ billion (USD)," Computer science, Big data, Analysis skills, Analytics",174.0
OMFYS Technologies India Pvt Ltd,Pune,Data Analyst Trainee,"Should be an excellence in client relationship management and project co-ordination Excellent written and verbal communication skills Ability to quickly learn……
Skills: Microsoft Powerpoint, Data modeling, Microsoft Excel, SAS, R",3.3,0,400000,600000,500000.0,51 to 200 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable," Microsoft Powerpoint, Data modeling, Microsoft Excel, SAS, R",11.0
Eoraa & Co.,Delhi,Data Scientist,"Proficient with Python/R. Strong communication and presentation skills. Knowledge of various analytical approaches.…
Skills: R, Communication skills, Python",3.7,0,600000,700000,650000.0,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable," R, Communication skills, Python",
Genpact,Gurgaon,Management Trainee - Data & Insights Analyst,"In this role, you'll be responsible for all the activities related to Power BI domain and for rapid simulation and understanding of existing applications and……
Skills: Power BI, Data modeling, Microsoft Excel, Azure, Oracle",3.9,0,500000,1000000,750000.0,10000+ Employees,1997,Company - Public,Information Technology Support Services,Information Technology,$2 to $5 billion (USD)," Power BI, Data modeling, Microsoft Excel, Azure, Oracle",27.0
Varuna Group,Gurgaon,Data Analyst & Data Scientist,"Analyzing Data or Information - Identifying the underlying principles, reasons, or facts of information by breaking down information or data into separate parts……
Skills: Pricing",3.3,0,200000,500000,350000.0,1001 to 5000 Employees,--,Company - Private,--,--,Unknown / Non-Applicable, Pricing,
One Impression,Gurgaon,Data Analyst,"Data Insights: Deliver insights and analysis using statistical tools, and data visualization for business use cases, enabling data-driven decision-making for……
Skills: Power BI, Microsoft Excel, R, Data analysis skills, Apache Hive",3.3,0,600000,900000,750000.0,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD)," Power BI, Microsoft Excel, R, Data analysis skills, Apache Hive",7.0
Boston Consulting Group,Bengaluru,"Data Analyst, Predictive, India- X Delivery","Our data analytics and artificial intelligence professionals mix deep domain expertise with advanced analytical methods and techniques to develop innovative……
Skills: Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Statistics, Power BI, Microsoft Access, Azure",61.0
Boston Consulting Group,Bengaluru,"Data Analyst, Business Modelling, India- X Delivery","You will collaborate with various teams to gather requirements, specify, design, develop, deliver, and support analytic solutions serving the client's needs.…
Skills: Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",4.2,0,-1,-1,-1.0,10000+ Employees,1963,Company - Private,Business consulting,Management and consulting,$5 to $10 billion (USD)," Microsoft Powerpoint, Power BI, Microsoft Excel, Spark, Alteryx",61.0
Cencora,Pune,Lead Data Engineer - Data Engineering,"➢ Participate in an on-call rotation to address and resolve technical escalations. In this role, you will be responsible for building scalable solutions in the……
Skills: Jira, CI/CD, Cloud infrastructure, System administration, Azure",3.6,0,-1,-1,-1.0,10000+ Employees,2023,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical and biotechnology,$10+ billion (USD)," Jira, CI/CD, Cloud infrastructure, System administration, Azure",1.0
